日付,商品名,地域,売上(円)
2025-04-29,ライトプラン,名古屋,4980
2025-04-29,ライトプラン,大阪,4980
2025-04-29,ライトプラン,大阪,9960
2025-04-29,オプション追加,札幌,3000
2025-04-30,オプション追加,東京,3000
2025-04-30,スタンダードプラン,福岡,9800
2025-04-30,ライトプラン,大阪,4980
2025-04-30,初期構築パック,東京,50000
2025-05-01,ライトプラン,札幌,4980
2025-05-01,スタンダードプラン,名古屋,19600
2025-05-01,プレミアムプラン,大阪,29800
2025-05-01,ライトプラン,福岡,4980
2025-05-01,オプション追加,名古屋,3000
2025-05-01,プレミアムプラン,東京,59600
2025-05-01,スタンダードプラン,東京,9800
2025-05-01,プレミアムプラン,札幌,29800
2025-05-02,プレミアムプラン,東京,29800
2025-05-02,スタンダードプラン,名古屋,9800
2025-05-02,オプション追加,大阪,3000
2025-05-02,保守サポート,名古屋,15000
2025-05-02,スタンダードプラン,福岡,9800
2025-05-02,スタンダードプラン,福岡,9800
2025-05-03,ライトプラン,名古屋,4980
2025-05-03,保守サポート,札幌,15000
2025-05-03,ライトプラン,東京,4980
2025-05-03,スタンダードプラン,福岡,19600
2025-05-03,スタンダードプラン,福岡,9800
2025-05-03,ライトプラン,札幌,9960
2025-05-03,スタンダードプラン,名古屋,9800
2025-05-03,ライトプラン,名古屋,4980
2025-05-03,オプション追加,名古屋,3000
2025-05-04,スタンダードプラン,名古屋,9800
2025-05-04,スタンダードプラン,名古屋,9800
2025-05-04,ライトプラン,名古屋,4980
2025-05-04,保守サポート,大阪,15000
2025-05-05,プレミアムプラン,大阪,59600
2025-05-05,保守サポート,大阪,15000
2025-05-05,オプション追加,福岡,3000
2025-05-05,ライトプラン,札幌,4980
2025-05-05,オプション追加,福岡,6000
2025-05-06,スタンダードプラン,名古屋,9800
2025-05-07,スタンダードプラン,福岡,19600
2025-05-07,ライトプラン,札幌,4980
2025-05-07,オプション追加,福岡,3000
2025-05-07,ライトプラン,福岡,4980
2025-05-07,ライトプラン,大阪,4980
2025-05-07,プレミアムプラン,東京,29800
2025-05-07,保守サポート,名古屋,15000
2025-05-08,保守サポート,東京,15000
2025-05-08,オプション追加,福岡,3000
2025-05-08,ライトプラン,名古屋,4980
2025-05-08,スタンダードプラン,福岡,9800
2025-05-08,プレミアムプラン,東京,29800
2025-05-08,ライトプラン,大阪,4980
2025-05-09,ライトプラン,福岡,4980
2025-05-09,プレミアムプラン,名古屋,29800
2025-05-09,ライトプラン,名古屋,4980
2025-05-09,スタンダードプラン,名古屋,9800
2025-05-09,ライトプラン,福岡,4980
2025-05-09,保守サポート,福岡,30000
2025-05-09,ライトプラン,名古屋,9960
2025-05-10,スタンダードプラン,東京,9800
2025-05-10,スタンダードプラン,札幌,9800
2025-05-10,スタンダードプラン,名古屋,9800
2025-05-10,オプション追加,福岡,3000
2025-05-11,保守サポート,東京,30000
2025-05-11,ライトプラン,札幌,4980
2025-05-11,ライトプラン,福岡,4980
2025-05-11,保守サポート,福岡,30000
2025-05-11,ライトプラン,大阪,9960
2025-05-11,ライトプラン,大阪,4980
2025-05-11,オプション追加,名古屋,6000
2025-05-12,スタンダードプラン,名古屋,9800
2025-05-12,オプション追加,福岡,3000
2025-05-12,ライトプラン,札幌,4980
2025-05-12,保守サポート,大阪,15000
2025-05-12,スタンダードプラン,福岡,9800
2025-05-12,ライトプラン,名古屋,9960
2025-05-13,ライトプラン,東京,4980
2025-05-13,保守サポート,札幌,15000
2025-05-13,保守サポート,名古屋,30000
2025-05-13,オプション追加,名古屋,6000
2025-05-13,スタンダードプラン,大阪,19600
2025-05-13,ライトプラン,大阪,9960
2025-05-14,オプション追加,東京,3000
2025-05-14,スタンダードプラン,東京,9800
2025-05-14,ライトプラン,福岡,9960
2025-05-14,保守サポート,大阪,15000
2025-05-14,保守サポート,名古屋,15000
2025-05-14,保守サポート,名古屋,15000
2025-05-14,オプション追加,札幌,6000
2025-05-15,ライトプラン,名古屋,4980
2025-05-15,保守サポート,東京,15000
2025-05-15,ライトプラン,東京,4980
2025-05-15,保守サポート,東京,15000
2025-05-16,スタンダードプラン,大阪,9800
2025-05-16,スタンダードプラン,名古屋,9800
2025-05-16,スタンダードプラン,名古屋,19600
2025-05-16,オプション追加,名古屋,3000
2025-05-16,ライトプラン,名古屋,4980
2025-05-16,オプション追加,名古屋,3000
2025-05-16,保守サポート,福岡,15000
2025-05-16,保守サポート,大阪,15000
2025-05-16,ライトプラン,大阪,4980
2025-05-16,スタンダードプラン,札幌,9800
2025-05-16,オプション追加,福岡,6000
2025-05-16,保守サポート,福岡,15000
2025-05-17,保守サポート,大阪,15000
2025-05-17,保守サポート,名古屋,30000
2025-05-17,保守サポート,福岡,15000
2025-05-17,ライトプラン,東京,4980
2025-05-17,オプション追加,東京,6000
2025-05-17,初期構築パック,大阪,50000
2025-05-17,スタンダードプラン,福岡,19600
2025-05-18,スタンダードプラン,東京,9800
2025-05-18,ライトプラン,福岡,4980
2025-05-18,ライトプラン,福岡,4980
2025-05-18,保守サポート,札幌,30000
2025-05-18,保守サポート,福岡,15000
2025-05-18,ライトプラン,東京,9960
2025-05-19,スタンダードプラン,東京,19600
2025-05-19,オプション追加,名古屋,3000
2025-05-19,スタンダードプラン,名古屋,9800
2025-05-19,ライトプラン,大阪,4980
2025-05-20,オプション追加,大阪,3000
2025-05-20,ライトプラン,東京,4980
2025-05-20,ライトプラン,東京,4980
2025-05-20,ライトプラン,福岡,4980
2025-05-20,スタンダードプラン,福岡,9800
2025-05-20,オプション追加,名古屋,3000
2025-05-20,初期構築パック,福岡,50000
2025-05-21,オプション追加,東京,3000
2025-05-21,ライトプラン,福岡,9960
2025-05-21,ライトプラン,札幌,4980
2025-05-21,オプション追加,大阪,3000
2025-05-21,スタンダードプラン,大阪,9800
2025-05-21,プレミアムプラン,東京,29800
2025-05-22,保守サポート,大阪,30000
2025-05-22,保守サポート,福岡,30000
2025-05-22,ライトプラン,福岡,4980
2025-05-22,オプション追加,名古屋,6000
2025-05-23,ライトプラン,東京,4980
2025-05-23,保守サポート,名古屋,15000
2025-05-23,スタンダードプラン,札幌,19600
2025-05-23,オプション追加,福岡,6000
2025-05-23,保守サポート,福岡,15000
2025-05-24,ライトプラン,福岡,4980
2025-05-24,初期構築パック,大阪,50000
2025-05-24,ライトプラン,札幌,4980
2025-05-24,ライトプラン,東京,4980
2025-05-24,オプション追加,福岡,6000
2025-05-24,スタンダードプラン,札幌,9800
2025-05-25,ライトプラン,札幌,9960
2025-05-25,オプション追加,大阪,3000
2025-05-25,ライトプラン,東京,9960
2025-05-25,オプション追加,大阪,3000
2025-05-25,ライトプラン,名古屋,4980
2025-05-25,プレミアムプラン,東京,29800
2025-05-26,ライトプラン,大阪,4980
2025-05-26,オプション追加,東京,3000
2025-05-26,オプション追加,名古屋,3000
2025-05-26,オプション追加,札幌,3000
2025-05-26,オプション追加,大阪,6000
2025-05-27,ライトプラン,大阪,4980
2025-05-27,ライトプラン,福岡,4980
2025-05-27,スタンダードプラン,東京,9800
2025-05-27,スタンダードプラン,福岡,9800
2025-05-28,保守サポート,大阪,15000
2025-05-28,保守サポート,東京,15000
2025-05-28,オプション追加,東京,3000
2025-05-28,プレミアムプラン,東京,29800
2025-05-28,オプション追加,名古屋,3000
2025-05-29,スタンダードプラン,札幌,19600
2025-05-29,保守サポート,札幌,30000
2025-05-29,プレミアムプラン,名古屋,29800
2025-05-29,ライトプラン,東京,4980
2025-05-29,ライトプラン,東京,4980
2025-05-29,ライトプラン,大阪,9960
2025-05-29,スタンダードプラン,福岡,9800
2025-05-29,ライトプラン,札幌,4980
2025-05-30,プレミアムプラン,大阪,29800
2025-05-30,プレミアムプラン,福岡,29800
2025-05-30,スタンダードプラン,東京,19600
2025-05-30,スタンダードプラン,福岡,9800
2025-05-30,スタンダードプラン,東京,9800
2025-05-30,初期構築パック,東京,50000
2025-05-30,スタンダードプラン,札幌,19600
2025-05-30,ライトプラン,名古屋,4980
2025-05-30,スタンダードプラン,東京,19600
2025-05-31,ライトプラン,東京,4980
2025-05-31,スタンダードプラン,福岡,9800
2025-05-31,保守サポート,福岡,30000
2025-05-31,スタンダードプラン,大阪,9800
2025-05-31,オプション追加,札幌,3000
2025-05-31,プレミアムプラン,福岡,29800
2025-06-01,保守サポート,名古屋,15000
2025-06-01,ライトプラン,福岡,4980
2025-06-01,オプション追加,福岡,3000
2025-06-01,スタンダードプラン,札幌,9800
2025-06-01,スタンダードプラン,東京,9800
2025-06-01,プレミアムプラン,大阪,29800
2025-06-02,オプション追加,福岡,3000
2025-06-02,ライトプラン,名古屋,9960
2025-06-02,保守サポート,福岡,15000
2025-06-02,ライトプラン,名古屋,4980
2025-06-02,ライトプラン,福岡,4980
2025-06-03,ライトプラン,札幌,4980
2025-06-03,スタンダードプラン,札幌,9800
2025-06-03,スタンダードプラン,大阪,19600
2025-06-03,オプション追加,名古屋,3000
2025-06-04,プレミアムプラン,東京,29800
2025-06-04,ライトプラン,名古屋,4980
2025-06-04,スタンダードプラン,福岡,9800
2025-06-04,ライトプラン,東京,4980
2025-06-04,プレミアムプラン,東京,59600
2025-06-04,スタンダードプラン,福岡,9800
2025-06-04,プレミアムプラン,東京,29800
2025-06-04,保守サポート,札幌,30000
2025-06-04,オプション追加,福岡,3000
2025-06-05,ライトプラン,札幌,4980
2025-06-05,オプション追加,名古屋,3000
2025-06-05,保守サポート,大阪,30000
2025-06-05,ライトプラン,名古屋,4980
2025-06-05,スタンダードプラン,東京,9800
2025-06-05,保守サポート,福岡,15000
2025-06-06,プレミアムプラン,福岡,29800
2025-06-06,ライトプラン,名古屋,4980
2025-06-06,プレミアムプラン,札幌,29800
2025-06-06,ライトプラン,名古屋,4980
2025-06-06,ライトプラン,福岡,9960
2025-06-06,ライトプラン,大阪,4980
2025-06-06,スタンダードプラン,名古屋,19600
2025-06-06,スタンダードプラン,大阪,9800
2025-06-06,オプション追加,東京,3000
2025-06-07,オプション追加,名古屋,3000
2025-06-07,ライトプラン,福岡,4980
2025-06-07,オプション追加,名古屋,3000
2025-06-07,保守サポート,名古屋,15000
2025-06-07,ライトプラン,名古屋,4980
2025-06-07,プレミアムプラン,福岡,29800
2025-06-07,スタンダードプラン,札幌,9800
2025-06-07,ライトプラン,東京,4980
2025-06-08,スタンダードプラン,名古屋,19600
2025-06-08,ライトプラン,札幌,4980
2025-06-08,プレミアムプラン,札幌,29800
2025-06-08,保守サポート,大阪,15000
2025-06-08,ライトプラン,福岡,4980
2025-06-08,オプション追加,福岡,6000
2025-06-08,プレミアムプラン,札幌,29800
2025-06-08,オプション追加,名古屋,3000
2025-06-08,保守サポート,福岡,30000
2025-06-08,スタンダードプラン,名古屋,9800
2025-06-08,ライトプラン,福岡,9960
2025-06-09,初期構築パック,福岡,50000
2025-06-09,保守サポート,東京,15000
2025-06-09,オプション追加,名古屋,3000
2025-06-09,スタンダードプラン,名古屋,9800
2025-06-09,ライトプラン,名古屋,4980
2025-06-09,スタンダードプラン,名古屋,9800
2025-06-09,ライトプラン,福岡,4980
2025-06-10,プレミアムプラン,札幌,29800
2025-06-10,スタンダードプラン,大阪,19600
2025-06-10,保守サポート,福岡,30000
2025-06-10,保守サポート,福岡,15000
2025-06-10,ライトプラン,札幌,4980
2025-06-10,オプション追加,札幌,3000
2025-06-11,オプション追加,東京,3000
2025-06-11,スタンダードプラン,福岡,9800
2025-06-11,ライトプラン,札幌,9960
2025-06-11,ライトプラン,札幌,4980
2025-06-11,ライトプラン,福岡,4980
2025-06-11,ライトプラン,札幌,4980
2025-06-11,スタンダードプラン,札幌,9800
2025-06-11,オプション追加,福岡,6000
2025-06-11,オプション追加,名古屋,6000
2025-06-12,スタンダードプラン,福岡,9800
2025-06-12,スタンダードプラン,大阪,9800
2025-06-12,保守サポート,札幌,15000
2025-06-12,ライトプラン,大阪,4980
2025-06-12,保守サポート,福岡,15000
2025-06-12,オプション追加,東京,6000
2025-06-12,ライトプラン,大阪,9960
2025-06-12,保守サポート,東京,15000
2025-06-12,ライトプラン,大阪,4980
2025-06-13,オプション追加,福岡,3000
2025-06-13,スタンダードプラン,札幌,19600
2025-06-13,スタンダードプラン,名古屋,9800
2025-06-13,オプション追加,東京,3000
2025-06-13,オプション追加,福岡,6000
2025-06-13,プレミアムプラン,名古屋,29800
2025-06-14,オプション追加,福岡,3000
2025-06-14,ライトプラン,札幌,9960
2025-06-14,スタンダードプラン,東京,9800
2025-06-14,スタンダードプラン,札幌,19600
2025-06-14,保守サポート,札幌,15000
2025-06-14,スタンダードプラン,大阪,19600
2025-06-15,スタンダードプラン,名古屋,9800
2025-06-15,ライトプラン,名古屋,4980
2025-06-15,プレミアムプラン,名古屋,29800
2025-06-15,オプション追加,福岡,3000
2025-06-15,プレミアムプラン,札幌,29800
2025-06-15,保守サポート,大阪,15000
2025-06-15,プレミアムプラン,名古屋,29800
2025-06-16,スタンダードプラン,名古屋,9800
2025-06-16,ライトプラン,大阪,9960
2025-06-16,ライトプラン,札幌,4980
2025-06-16,プレミアムプラン,大阪,29800
2025-06-16,保守サポート,東京,15000
2025-06-16,プレミアムプラン,札幌,29800
2025-06-16,ライトプラン,札幌,4980
2025-06-16,ライトプラン,名古屋,4980
2025-06-16,ライトプラン,東京,9960
2025-06-16,スタンダードプラン,東京,19600
2025-06-17,スタンダードプラン,大阪,19600
2025-06-17,スタンダードプラン,大阪,9800
2025-06-17,初期構築パック,札幌,50000
2025-06-17,ライトプラン,福岡,4980
2025-06-17,オプション追加,大阪,3000
2025-06-17,スタンダードプラン,札幌,19600
2025-06-17,スタンダードプラン,福岡,9800
2025-06-17,オプション追加,福岡,3000
2025-06-17,ライトプラン,大阪,9960
2025-06-18,プレミアムプラン,福岡,29800
2025-06-18,プレミアムプラン,福岡,29800
2025-06-18,スタンダードプラン,札幌,9800
2025-06-18,オプション追加,福岡,3000
2025-06-18,ライトプラン,東京,4980
2025-06-18,スタンダードプラン,東京,9800
2025-06-18,プレミアムプラン,東京,59600
2025-06-18,ライトプラン,福岡,4980
2025-06-18,プレミアムプラン,大阪,59600
2025-06-19,プレミアムプラン,札幌,59600
2025-06-19,ライトプラン,名古屋,4980
2025-06-19,ライトプラン,名古屋,4980
2025-06-19,ライトプラン,名古屋,4980
2025-06-19,保守サポート,大阪,15000
2025-06-19,スタンダードプラン,名古屋,9800
2025-06-19,スタンダードプラン,札幌,9800
2025-06-19,スタンダードプラン,札幌,9800
2025-06-19,ライトプラン,東京,4980
2025-06-20,プレミアムプラン,東京,29800
2025-06-20,スタンダードプラン,大阪,9800
2025-06-20,ライトプラン,札幌,4980
2025-06-20,プレミアムプラン,大阪,29800
2025-06-20,プレミアムプラン,名古屋,29800
2025-06-20,プレミアムプラン,福岡,29800
2025-06-20,ライトプラン,名古屋,4980
2025-06-20,ライトプラン,札幌,4980
2025-06-21,スタンダードプラン,札幌,19600
2025-06-21,ライトプラン,札幌,4980
2025-06-21,ライトプラン,福岡,4980
2025-06-21,保守サポート,東京,15000
2025-06-21,スタンダードプラン,福岡,9800
2025-06-21,ライトプラン,東京,9960
2025-06-22,スタンダードプラン,大阪,9800
2025-06-22,ライトプラン,札幌,4980
2025-06-22,ライトプラン,大阪,4980
2025-06-22,ライトプラン,名古屋,4980
2025-06-22,スタンダードプラン,名古屋,9800
2025-06-22,オプション追加,大阪,3000
2025-06-22,ライトプラン,名古屋,4980
2025-06-22,スタンダードプラン,東京,9800
2025-06-22,オプション追加,東京,6000
2025-06-22,スタンダードプラン,福岡,9800
2025-06-22,保守サポート,札幌,15000
2025-06-23,プレミアムプラン,札幌,29800
2025-06-23,保守サポート,大阪,15000
2025-06-23,保守サポート,札幌,15000
2025-06-23,保守サポート,名古屋,30000
2025-06-23,プレミアムプラン,大阪,29800
2025-06-23,ライトプラン,名古屋,4980
2025-06-23,スタンダードプラン,東京,19600
2025-06-23,保守サポート,福岡,15000
2025-06-23,スタンダードプラン,大阪,19600
2025-06-24,ライトプラン,東京,4980
2025-06-24,プレミアムプラン,名古屋,29800
2025-06-24,ライトプラン,福岡,4980
2025-06-24,ライトプラン,東京,4980
2025-06-24,プレミアムプラン,大阪,29800
2025-06-24,スタンダードプラン,名古屋,9800
2025-06-24,スタンダードプラン,大阪,19600
2025-06-24,スタンダードプラン,福岡,19600
2025-06-25,オプション追加,東京,3000
2025-06-25,ライトプラン,名古屋,4980
2025-06-25,オプション追加,札幌,3000
2025-06-25,ライトプラン,名古屋,9960
2025-06-25,スタンダードプラン,札幌,9800
2025-06-25,プレミアムプラン,東京,29800
2025-06-25,ライトプラン,福岡,4980
2025-06-25,スタンダードプラン,大阪,9800
2025-06-25,オプション追加,福岡,3000
2025-06-26,プレミアムプラン,札幌,29800
2025-06-26,ライトプラン,東京,9960
2025-06-26,オプション追加,福岡,6000
2025-06-26,スタンダードプラン,東京,9800
2025-06-26,保守サポート,東京,30000
2025-06-26,オプション追加,札幌,3000
2025-06-26,スタンダードプラン,東京,9800
2025-06-26,スタンダードプラン,福岡,9800
2025-06-26,オプション追加,札幌,3000
2025-06-26,保守サポート,札幌,15000
2025-06-26,保守サポート,札幌,30000
2025-06-27,保守サポート,大阪,15000
2025-06-27,ライトプラン,大阪,4980
2025-06-27,スタンダードプラン,大阪,9800
2025-06-27,ライトプラン,福岡,4980
2025-06-28,プレミアムプラン,名古屋,59600
2025-06-28,保守サポート,札幌,30000
2025-06-28,ライトプラン,大阪,9960
2025-06-28,保守サポート,福岡,15000
2025-06-28,ライトプラン,名古屋,4980
2025-06-28,スタンダードプラン,東京,9800
2025-06-28,保守サポート,福岡,15000
2025-06-28,ライトプラン,大阪,4980
2025-06-29,ライトプラン,札幌,4980
2025-06-29,オプション追加,福岡,3000
2025-06-29,ライトプラン,名古屋,4980
2025-06-29,スタンダードプラン,東京,9800
2025-06-29,プレミアムプラン,名古屋,59600
2025-06-29,ライトプラン,札幌,4980
2025-06-29,スタンダードプラン,東京,19600
2025-06-30,オプション追加,名古屋,3000
2025-06-30,スタンダードプラン,大阪,9800
2025-06-30,スタンダードプラン,名古屋,9800
2025-06-30,スタンダードプラン,札幌,9800
2025-06-30,ライトプラン,札幌,4980
2025-06-30,スタンダードプラン,東京,19600
2025-06-30,ライトプラン,東京,4980
2025-07-01,オプション追加,福岡,3000
2025-07-01,ライトプラン,東京,4980
2025-07-01,スタンダードプラン,大阪,9800
2025-07-01,初期構築パック,名古屋,50000
2025-07-01,ライトプラン,福岡,4980
2025-07-01,プレミアムプラン,福岡,59600
2025-07-01,保守サポート,大阪,30000
2025-07-01,スタンダードプラン,名古屋,9800
2025-07-01,ライトプラン,名古屋,4980
2025-07-01,プレミアムプラン,福岡,29800
2025-07-01,スタンダードプラン,札幌,9800
2025-07-02,ライトプラン,名古屋,4980
2025-07-02,スタンダードプラン,東京,9800
2025-07-02,プレミアムプラン,東京,29800
2025-07-02,ライトプラン,東京,9960
2025-07-02,ライトプラン,福岡,4980
2025-07-02,オプション追加,名古屋,3000
2025-07-02,ライトプラン,大阪,4980
2025-07-02,保守サポート,東京,15000
2025-07-02,初期構築パック,大阪,100000
2025-07-03,オプション追加,名古屋,3000
2025-07-03,スタンダードプラン,東京,9800
2025-07-03,ライトプラン,福岡,9960
2025-07-03,ライトプラン,大阪,4980
2025-07-03,保守サポート,東京,15000
2025-07-03,ライトプラン,東京,4980
2025-07-04,オプション追加,名古屋,3000
2025-07-04,ライトプラン,名古屋,4980
2025-07-04,ライトプラン,大阪,4980
2025-07-04,保守サポート,名古屋,30000
2025-07-04,ライトプラン,札幌,4980
2025-07-04,ライトプラン,札幌,4980
2025-07-04,プレミアムプラン,名古屋,29800
2025-07-04,オプション追加,札幌,3000
2025-07-04,スタンダードプラン,札幌,9800
2025-07-04,オプション追加,福岡,6000
2025-07-04,プレミアムプラン,大阪,29800
2025-07-04,ライトプラン,福岡,9960
2025-07-05,ライトプラン,大阪,9960
2025-07-05,スタンダードプラン,福岡,9800
2025-07-05,スタンダードプラン,福岡,9800
2025-07-05,オプション追加,福岡,3000
2025-07-05,ライトプラン,札幌,4980
2025-07-05,初期構築パック,東京,50000
2025-07-05,ライトプラン,名古屋,4980
2025-07-05,保守サポート,東京,15000
2025-07-05,ライトプラン,東京,9960
2025-07-05,ライトプラン,札幌,9960
2025-07-05,保守サポート,札幌,15000
2025-07-05,ライトプラン,東京,4980
2025-07-05,ライトプラン,大阪,9960
2025-07-06,ライトプラン,福岡,9960
2025-07-06,初期構築パック,福岡,50000
2025-07-06,オプション追加,大阪,3000
2025-07-06,オプション追加,福岡,3000
2025-07-06,オプション追加,札幌,3000
2025-07-06,プレミアムプラン,福岡,29800
2025-07-06,スタンダードプラン,大阪,9800
2025-07-06,保守サポート,福岡,15000
2025-07-06,スタンダードプラン,福岡,19600
2025-07-06,ライトプラン,名古屋,4980
2025-07-07,保守サポート,大阪,15000
2025-07-07,保守サポート,名古屋,15000
2025-07-07,ライトプラン,札幌,4980
2025-07-07,ライトプラン,東京,9960
2025-07-07,オプション追加,大阪,3000
2025-07-07,ライトプラン,名古屋,4980
2025-07-07,オプション追加,名古屋,3000
2025-07-07,スタンダードプラン,大阪,19600
2025-07-07,オプション追加,大阪,3000
2025-07-08,オプション追加,福岡,3000
2025-07-08,オプション追加,名古屋,3000
2025-07-08,ライトプラン,名古屋,4980
2025-07-08,ライトプラン,札幌,4980
2025-07-08,スタンダードプラン,札幌,9800
2025-07-09,オプション追加,札幌,3000
2025-07-09,オプション追加,名古屋,3000
2025-07-09,保守サポート,大阪,15000
2025-07-09,スタンダードプラン,名古屋,19600
2025-07-09,ライトプラン,福岡,4980
2025-07-09,オプション追加,名古屋,6000
2025-07-09,初期構築パック,大阪,50000
2025-07-09,オプション追加,名古屋,3000
2025-07-09,スタンダードプラン,福岡,19600
2025-07-10,ライトプラン,大阪,4980
2025-07-10,プレミアムプラン,福岡,59600
2025-07-10,保守サポート,東京,15000
2025-07-10,ライトプラン,名古屋,4980
2025-07-10,ライトプラン,大阪,4980
2025-07-11,ライトプラン,札幌,9960
2025-07-11,ライトプラン,名古屋,4980
2025-07-11,スタンダードプラン,札幌,9800
2025-07-11,スタンダードプラン,札幌,9800
2025-07-11,オプション追加,福岡,3000
2025-07-11,オプション追加,札幌,6000
2025-07-11,ライトプラン,名古屋,4980
2025-07-11,オプション追加,札幌,6000
2025-07-12,保守サポート,札幌,15000
2025-07-12,ライトプラン,福岡,4980
2025-07-12,オプション追加,札幌,3000
2025-07-12,オプション追加,福岡,3000
2025-07-12,ライトプラン,名古屋,9960
2025-07-12,スタンダードプラン,福岡,9800
2025-07-12,ライトプラン,名古屋,9960
2025-07-13,初期構築パック,東京,50000
2025-07-13,保守サポート,東京,15000
2025-07-13,ライトプラン,大阪,4980
2025-07-13,保守サポート,札幌,15000
2025-07-13,スタンダードプラン,名古屋,9800
2025-07-13,プレミアムプラン,福岡,29800
2025-07-13,オプション追加,東京,3000
2025-07-13,保守サポート,大阪,15000
2025-07-13,ライトプラン,札幌,4980
2025-07-14,保守サポート,大阪,15000
2025-07-14,ライトプラン,名古屋,4980
2025-07-14,ライトプラン,札幌,4980
2025-07-14,ライトプラン,名古屋,4980
2025-07-14,オプション追加,名古屋,6000
2025-07-14,オプション追加,大阪,3000
2025-07-14,スタンダードプラン,大阪,9800
2025-07-14,スタンダードプラン,名古屋,9800
2025-07-15,ライトプラン,福岡,4980
2025-07-15,スタンダードプラン,福岡,19600
2025-07-15,プレミアムプラン,札幌,59600
2025-07-15,ライトプラン,名古屋,4980
2025-07-15,プレミアムプラン,東京,59600
2025-07-15,プレミアムプラン,福岡,29800
2025-07-15,ライトプラン,福岡,4980
2025-07-15,オプション追加,大阪,3000
2025-07-15,ライトプラン,名古屋,4980
2025-07-15,ライトプラン,札幌,4980
2025-07-16,スタンダードプラン,名古屋,9800
2025-07-16,ライトプラン,福岡,4980
2025-07-16,保守サポート,東京,15000
2025-07-16,プレミアムプラン,東京,29800
2025-07-16,保守サポート,福岡,30000
2025-07-16,ライトプラン,東京,4980
2025-07-16,オプション追加,札幌,3000
2025-07-16,オプション追加,福岡,6000
2025-07-16,保守サポート,札幌,15000
2025-07-16,ライトプラン,東京,4980
2025-07-16,オプション追加,東京,3000
2025-07-16,ライトプラン,大阪,4980
2025-07-17,オプション追加,大阪,3000
2025-07-17,オプション追加,福岡,6000
2025-07-17,保守サポート,大阪,15000
2025-07-17,プレミアムプラン,大阪,59600
2025-07-17,ライトプラン,大阪,4980
2025-07-17,ライトプラン,福岡,9960
2025-07-17,オプション追加,札幌,3000
2025-07-17,オプション追加,札幌,6000
2025-07-17,オプション追加,福岡,6000
2025-07-17,ライトプラン,札幌,9960
2025-07-17,オプション追加,東京,3000
2025-07-17,スタンダードプラン,東京,9800
2025-07-18,オプション追加,福岡,3000
2025-07-18,ライトプラン,札幌,4980
2025-07-18,オプション追加,東京,3000
2025-07-18,スタンダードプラン,札幌,9800
2025-07-18,ライトプラン,東京,9960
2025-07-18,プレミアムプラン,札幌,29800
2025-07-18,保守サポート,東京,15000
2025-07-18,スタンダードプラン,大阪,9800
2025-07-18,保守サポート,名古屋,30000
2025-07-18,保守サポート,東京,15000
2025-07-18,ライトプラン,福岡,4980
2025-07-18,ライトプラン,福岡,4980
2025-07-18,スタンダードプラン,大阪,9800
2025-07-19,ライトプラン,福岡,9960
2025-07-19,ライトプラン,札幌,4980
2025-07-19,スタンダードプラン,大阪,9800
2025-07-19,オプション追加,東京,3000
2025-07-19,スタンダードプラン,名古屋,9800
2025-07-19,スタンダードプラン,大阪,19600
2025-07-19,プレミアムプラン,名古屋,29800
2025-07-19,保守サポート,名古屋,15000
2025-07-19,ライトプラン,大阪,4980
2025-07-19,ライトプラン,東京,9960
2025-07-19,プレミアムプラン,札幌,29800
2025-07-19,ライトプラン,名古屋,4980
2025-07-20,スタンダードプラン,名古屋,9800
2025-07-20,ライトプラン,大阪,4980
2025-07-20,ライトプラン,大阪,9960
2025-07-20,スタンダードプラン,札幌,9800
2025-07-20,オプション追加,札幌,3000
2025-07-20,ライトプラン,大阪,4980
2025-07-20,保守サポート,福岡,30000
2025-07-20,ライトプラン,福岡,4980
2025-07-20,オプション追加,福岡,3000
2025-07-20,スタンダードプラン,大阪,19600
2025-07-21,ライトプラン,大阪,4980
2025-07-21,オプション追加,福岡,3000
2025-07-21,プレミアムプラン,大阪,29800
2025-07-21,プレミアムプラン,東京,59600
2025-07-21,ライトプラン,札幌,4980
2025-07-21,保守サポート,東京,15000
2025-07-21,保守サポート,名古屋,15000
2025-07-21,スタンダードプラン,東京,9800
2025-07-21,スタンダードプラン,東京,19600
2025-07-21,スタンダードプラン,福岡,19600
2025-07-21,ライトプラン,札幌,9960
2025-07-22,プレミアムプラン,福岡,29800
2025-07-22,保守サポート,福岡,30000
2025-07-22,保守サポート,名古屋,15000
2025-07-22,オプション追加,東京,3000
2025-07-22,スタンダードプラン,東京,9800
2025-07-22,保守サポート,名古屋,15000
2025-07-22,スタンダードプラン,大阪,19600
2025-07-22,初期構築パック,福岡,50000
2025-07-23,オプション追加,福岡,6000
2025-07-23,ライトプラン,福岡,4980
2025-07-23,ライトプラン,札幌,4980
2025-07-23,保守サポート,東京,15000
2025-07-23,保守サポート,福岡,15000
2025-07-23,プレミアムプラン,名古屋,29800
2025-07-23,保守サポート,大阪,15000
2025-07-23,オプション追加,札幌,3000
2025-07-23,オプション追加,東京,3000
2025-07-23,オプション追加,札幌,3000
2025-07-23,プレミアムプラン,大阪,29800
2025-07-23,オプション追加,札幌,3000
2025-07-23,保守サポート,福岡,15000
2025-07-24,オプション追加,福岡,3000
2025-07-24,オプション追加,大阪,3000
2025-07-24,オプション追加,札幌,3000
2025-07-24,ライトプラン,福岡,4980
2025-07-24,ライトプラン,名古屋,4980
